## [iView]
## Converted from:	C:\Users\Lenovo\Desktop\GAZE\Licencjat\DANE\Eyetrackingowe\GazeButtonsExperiment 2019-10-12 14-40-19.idf
## Date:	12.10.2019 14:38:54
## Version:	IDF Converter 3.0.20
## IDF Version:	9
## Sample Rate:	250
## Separator Type:	Unknown
## Trial Count:	1
## Uses Plane File:	False
## Number of Samples:	17464                                                                                                                                                                                                                                                           
## Reversed:	none
## [Run]
## Subject:	POI                                                                                                                                                                                                                                                             
## Description:	Nazwa komputera: RMX1318501-1738                                                                                                                                                                                                                                
## [Calibration]
## Calibration Area:	1680	1050
## Calibration Point 0:	Position(840;525)
## Calibration Point 1:	Position(420;53)
## Calibration Point 2:	Position(1596;263)
## Calibration Point 3:	Position(1260;998)
## Calibration Point 4:	Position(84;788)
## [Geometry]
## Stimulus Dimension [mm]:	344	194
## Head Distance [mm]:	700
## [Hardware Setup]
## System ID:	RMX1318501-1738//SMI_RED250mobile///Binoc
## Operating System :	6.2.9200
## iView X Version:	4.4.1.0
## [Filter Settings]
## Heuristic:	False
## Heuristic Stage:	0
## Bilateral:	True
## Gaze Cursor Filter:	False
## Saccade Length [px]:	0
## Filter Depth [ms]:	0
## Format:	LEFT, RIGHT, RAW, DIAMETER, CR, POR, QUALITY, PLANE, EYEPOSITION, GAZEVECTOR, TRIGGER, MSG, FRAMECOUNTER
## 
Time	Type	Trial	L Raw X [px]	L Raw Y [px]	R Raw X [px]	R Raw Y [px]	L Dia X [px]	L Dia Y [px]	L Mapped Diameter [mm]	R Dia X [px]	R Dia Y [px]	R Mapped Diameter [mm]	L CR1 X [px]	L CR1 Y [px]	L CR2 X [px]	L CR2 Y [px]	R CR1 X [px]	R CR1 Y [px]	R CR2 X [px]	R CR2 Y [px]	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	Timing	L Validity	R Validity	Pupil Confidence	L Plane	R Plane	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z	Trigger	Frame	Aux1
2412904532	SMP	1	968.99	488.84	735.40	480.69	17.81	17.81	4.80	18.07	18.07	4.91	967.32	490.81	972.02	490.92	735.15	483.24	739.87	483.20	1125.82	743.47	1069.96	676.03	0	1	1	2	-1	-1	-90.20	5.64	649.73	-27.07	7.81	656.91	0.17	0.10	-0.98	0.16	0.13	-0.98	0		
2412908532	SMP	1	969.10	488.54	735.54	480.53	17.85	17.85	4.80	17.77	17.77	4.89	967.45	490.62	972.08	490.78	735.23	483.10	739.91	483.09	1123.20	739.59	1062.05	675.97	0	1	1	2	-1	-1	-90.30	5.69	650.23	-27.07	7.84	656.51	0.17	0.11	-0.98	0.15	0.13	-0.98	0		
2412912533	SMP	1	969.08	488.52	735.49	480.47	17.92	17.92	4.81	18.05	18.05	4.89	967.49	490.57	972.08	490.67	735.35	482.99	739.98	482.93	1122.23	743.92	1064.65	679.21	0	1	1	2	-1	-1	-90.41	5.72	650.96	-27.10	7.88	656.55	0.17	0.11	-0.98	0.16	0.13	-0.98	0		
2412916533	SMP	1	969.20	488.27	735.61	480.29	17.82	17.82	4.81	17.84	17.84	4.87	967.54	490.53	972.09	490.61	735.45	482.98	740.03	482.78	1116.96	733.24	1061.60	677.88	0	1	1	2	-1	-1	-90.55	5.74	651.92	-27.14	7.91	656.92	0.17	0.12	-0.98	0.16	0.13	-0.98	0		
2412920533	SMP	1	969.29	488.31	735.73	480.33	17.83	17.83	4.81	17.99	17.99	4.87	967.57	490.51	972.12	490.57	735.53	482.96	740.03	482.72	1114.29	735.57	1056.80	682.25	0	1	1	2	-1	-1	-90.67	5.75	652.77	-27.19	7.93	657.93	0.17	0.12	-0.98	0.16	0.13	-0.98	0		
2412924534	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2412928534	SMP	1	969.36	488.14	735.84	480.16	17.77	17.77	4.81	18.06	18.06	4.88	967.67	490.45	972.37	490.44	735.74	482.65	740.14	482.49	1114.53	729.09	1055.72	687.69	0	1	1	2	-1	-1	-90.66	5.78	652.35	-27.31	8.03	659.67	0.17	0.12	-0.98	0.16	0.12	-0.98	0		
2412932535	SMP	1	969.46	488.03	735.88	480.08	17.77	17.77	4.81	18.07	18.07	4.88	967.72	490.42	972.46	490.38	735.81	482.55	740.21	482.40	1110.42	722.52	1057.76	691.14	0	1	1	2	-1	-1	-90.59	5.78	651.68	-27.39	8.07	661.21	0.17	0.12	-0.98	0.16	0.12	-0.98	0		
2412936535	SMP	1	969.42	488.04	735.93	479.83	17.71	17.71	4.81	18.15	18.15	4.89	967.81	490.38	972.55	490.33	735.97	482.44	740.31	482.30	1112.44	724.94	1060.61	688.73	0	1	1	2	-1	-1	-90.53	5.79	651.10	-27.50	8.12	663.11	0.18	0.12	-0.98	0.17	0.13	-0.98	0		
2412940535	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2412944536	SMP	1	969.61	487.81	736.07	479.66	17.69	17.69	4.80	18.02	18.02	4.90	967.98	490.25	972.74	490.23	736.00	482.27	740.51	482.07	1112.53	712.88	1061.03	688.16	0	1	1	2	-1	-1	-90.48	5.82	650.41	-27.55	8.18	663.37	0.18	0.13	-0.98	0.16	0.13	-0.98	0		
2412948536	SMP	1	969.67	487.94	736.19	479.62	17.70	17.70	4.79	17.90	17.90	4.90	968.00	490.21	972.77	490.18	736.01	482.24	740.57	481.99	1112.30	723.88	1058.47	688.17	0	1	1	2	-1	-1	-90.40	5.82	649.73	-27.55	8.19	663.17	0.17	0.12	-0.98	0.16	0.13	-0.98	0		
2412952537	SMP	1	969.72	487.97	736.11	479.53	17.58	17.58	4.78	18.02	18.02	4.90	968.04	490.18	972.79	490.15	736.06	482.19	740.63	481.98	1111.40	727.34	1064.23	685.55	0	1	1	2	-1	-1	-90.35	5.83	649.29	-27.55	8.20	662.96	0.17	0.11	-0.98	0.17	0.13	-0.98	0		
2412956537	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2412960537	SMP	1	969.74	487.87	736.31	479.38	17.65	17.65	4.78	18.07	18.07	4.90	968.18	490.15	972.85	490.11	736.21	482.05	740.73	481.88	1113.83	720.94	1064.11	682.74	0	1	1	2	-1	-1	-90.40	5.84	649.49	-27.60	8.24	663.18	0.18	0.12	-0.98	0.16	0.13	-0.98	0		
2412964538	SMP	1	969.85	487.76	736.35	479.30	17.72	17.72	4.78	17.92	17.92	4.90	968.26	490.15	972.91	490.07	736.28	481.98	740.79	481.80	1114.10	713.99	1067.04	680.45	0	1	1	2	-1	-1	-90.46	5.85	649.78	-27.63	8.26	663.43	0.18	0.12	-0.98	0.16	0.13	-0.98	0		
2412968538	SMP	1	969.91	487.85	736.46	479.31	17.68	17.68	4.78	17.80	17.80	4.89	968.33	490.15	972.99	490.04	736.30	481.97	740.87	481.75	1115.24	716.22	1065.83	679.31	0	1	1	2	-1	-1	-90.51	5.85	650.02	-27.63	8.27	663.11	0.18	0.12	-0.98	0.16	0.13	-0.98	0		
2412972539	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2412976539	SMP	1	970.12	487.87	736.55	479.21	17.73	17.73	4.78	17.89	17.89	4.89	968.47	490.15	973.11	490.04	736.43	481.97	741.00	481.74	1114.74	718.92	1067.67	674.63	0	1	1	2	-1	-1	-90.60	5.85	650.39	-27.66	8.27	662.90	0.17	0.12	-0.98	0.16	0.14	-0.98	0		
2412980539	SMP	1	970.21	487.89	736.63	479.29	17.74	17.74	4.78	17.98	17.98	4.89	968.53	490.17	973.15	490.03	736.52	481.97	741.03	481.75	1115.18	720.24	1068.95	674.43	0	1	1	2	-1	-1	-90.68	5.86	650.85	-27.68	8.27	663.18	0.17	0.11	-0.98	0.16	0.13	-0.98	0		
2412984540	SMP	1	970.26	487.87	736.68	479.21	17.58	17.58	4.77	17.91	17.91	4.89	968.59	490.21	973.21	490.06	736.57	481.93	741.05	481.74	1114.78	719.88	1069.48	669.63	0	1	1	2	-1	-1	-90.76	5.85	651.28	-27.71	8.28	663.63	0.17	0.12	-0.98	0.16	0.14	-0.98	0		
2412988540	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2412992541	SMP	1	970.31	487.91	736.86	479.21	17.63	17.63	4.77	17.82	17.82	4.89	968.68	490.30	973.26	490.11	736.74	481.87	741.15	481.74	1115.53	720.48	1068.25	667.25	0	1	1	2	-1	-1	-90.88	5.84	652.03	-27.79	8.30	664.62	0.17	0.12	-0.98	0.16	0.14	-0.98	0		
2412996541	SMP	1	970.47	487.87	736.87	479.21	17.69	17.69	4.78	18.08	18.08	4.90	968.72	490.30	973.36	490.17	736.79	481.87	741.24	481.74	1110.68	716.88	1067.57	665.83	0	1	1	2	-1	-1	-90.91	5.83	652.13	-27.83	8.31	665.16	0.17	0.12	-0.98	0.16	0.14	-0.98	0		
2413000541	SMP	1	970.54	487.97	736.73	479.22	17.71	17.71	4.78	17.95	17.95	4.90	968.77	490.30	973.43	490.23	736.81	481.85	741.31	481.71	1106.92	720.68	1073.72	664.68	0	1	1	2	-1	-1	-90.92	5.82	652.07	-27.85	8.32	665.25	0.17	0.12	-0.98	0.17	0.13	-0.98	0		
2413004542	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2413008542	SMP	1	970.53	487.95	736.86	479.21	17.63	17.63	4.78	18.01	18.01	4.90	968.84	490.34	973.58	490.28	736.85	481.83	741.42	481.76	1108.48	717.08	1075.97	662.77	0	1	1	2	-1	-1	-90.86	5.81	651.44	-27.85	8.30	664.77	0.17	0.12	-0.98	0.17	0.13	-0.98	0		
2413012542	SMP	1	970.58	488.07	737.04	479.07	17.61	17.61	4.77	17.80	17.80	4.90	968.89	490.33	973.62	490.31	736.89	481.82	741.48	481.77	1108.17	718.30	1071.23	658.14	0	1	1	2	-1	-1	-90.81	5.80	650.96	-27.84	8.30	664.16	0.17	0.12	-0.98	0.16	0.14	-0.98	0		
2413016543	SMP	1	970.63	487.95	737.13	479.28	17.57	17.57	4.77	17.86	17.86	4.89	968.91	490.35	973.66	490.34	736.90	481.82	741.54	481.82	1105.65	712.94	1068.93	661.45	0	1	1	2	-1	-1	-90.73	5.79	650.35	-27.81	8.28	663.28	0.17	0.12	-0.98	0.16	0.13	-0.98	0		
2413020543	SMP	1	970.57	488.08	737.06	479.20	17.60	17.60	4.76	17.71	17.71	4.88	968.91	490.37	973.70	490.37	736.95	481.84	741.56	481.84	1107.12	716.34	1071.44	659.12	0	1	1	2	-1	-1	-90.62	5.77	649.52	-27.80	8.27	662.67	0.18	0.12	-0.98	0.17	0.14	-0.98	0		
2413024544	SMP	1	970.53	488.04	737.17	479.31	17.66	17.66	4.76	17.57	17.57	4.86	968.91	490.42	973.78	490.38	736.98	481.89	741.63	481.85	1109.28	713.23	1070.14	660.95	0	1	1	2	-1	-1	-90.45	5.75	648.20	-27.78	8.25	661.88	0.18	0.12	-0.98	0.16	0.13	-0.98	0		
2413028544	SMP	1	970.74	488.18	737.28	479.38	17.72	17.72	4.76	18.05	18.05	4.87	968.95	490.42	973.79	490.43	737.03	481.93	741.66	481.87	1105.65	716.07	1066.44	664.60	0	1	1	2	-1	-1	-90.32	5.74	647.24	-27.76	8.23	661.31	0.17	0.12	-0.98	0.16	0.13	-0.98	0		
2413032544	SMP	1	970.60	488.17	737.29	479.32	17.70	17.70	4.76	18.04	18.04	4.88	969.03	490.47	973.81	490.45	737.06	481.98	741.65	481.88	1112.86	714.47	1064.30	663.15	0	1	1	2	-1	-1	-90.28	5.72	646.87	-27.76	8.22	661.07	0.18	0.12	-0.98	0.16	0.14	-0.98	0		
2413036545	SMP	1	970.62	488.38	737.24	479.35	17.55	17.55	4.75	17.76	17.76	4.87	969.12	490.52	973.88	490.49	737.09	482.00	741.66	481.88	1120.99	723.57	1065.58	664.36	0	1	1	2	-1	-1	-90.28	5.71	646.68	-27.76	8.22	661.11	0.18	0.11	-0.98	0.16	0.13	-0.98	0		
2413040545	SMP	1	970.70	488.21	737.26	479.33	17.72	17.72	4.75	17.91	17.91	4.87	969.12	490.54	973.89	490.51	737.12	482.02	741.67	481.89	1119.64	716.96	1066.04	664.06	0	1	1	2	-1	-1	-90.25	5.70	646.46	-27.77	8.22	661.21	0.18	0.12	-0.98	0.16	0.14	-0.98	0		
2413044546	SMP	1	970.78	488.31	737.18	479.29	17.64	17.64	4.75	17.62	17.62	4.85	969.15	490.55	973.90	490.54	737.14	482.04	741.67	481.89	1120.27	723.22	1069.70	661.47	0	1	1	2	-1	-1	-90.24	5.70	646.37	-27.79	8.22	661.55	0.18	0.11	-0.98	0.17	0.14	-0.98	0		
2413048546	SMP	1	970.74	488.36	737.31	479.38	17.63	17.63	4.74	17.97	17.97	4.86	969.17	490.58	973.89	490.56	737.16	482.07	741.68	481.90	1124.51	726.54	1064.20	662.93	0	1	1	2	-1	-1	-90.26	5.69	646.49	-27.81	8.22	661.83	0.18	0.11	-0.98	0.16	0.14	-0.98	0		
2413052547	SMP	1	970.65	488.48	737.34	479.40	17.59	17.59	4.74	17.84	17.84	4.86	969.14	490.60	973.90	490.56	737.17	482.08	741.68	481.91	1130.35	737.18	1061.29	663.79	0	1	1	2	-1	-1	-90.23	5.69	646.34	-27.83	8.22	662.25	0.18	0.11	-0.98	0.16	0.13	-0.98	0		
2413056547	SMP	1	970.68	488.50	737.28	479.48	17.69	17.69	4.74	17.99	17.99	4.87	969.15	490.60	973.89	490.57	737.17	482.09	741.70	481.93	1132.42	742.77	1062.15	667.45	0	1	1	2	-1	-1	-90.23	5.68	646.34	-27.84	8.22	662.46	0.18	0.11	-0.98	0.16	0.13	-0.98	0		
2413060548	SMP	1	970.78	488.43	737.36	479.37	17.65	17.65	4.74	17.95	17.95	4.87	969.13	490.62	973.88	490.60	737.18	482.10	741.70	481.95	1130.33	740.78	1060.91	664.33	0	1	1	2	-1	-1	-90.22	5.68	646.29	-27.85	8.22	662.68	0.18	0.11	-0.98	0.16	0.14	-0.98	0		
2413064548	SMP	1	970.75	488.42	737.45	479.48	17.64	17.64	4.74	17.93	17.93	4.87	969.13	490.63	973.89	490.59	737.18	482.11	741.71	481.96	1131.40	742.55	1056.31	667.44	0	1	1	2	-1	-1	-90.21	5.68	646.19	-27.85	8.21	662.81	0.18	0.11	-0.98	0.15	0.13	-0.98	0		
2413068548	SMP	1	970.75	488.40	737.36	479.48	17.44	17.44	4.72	18.01	18.01	4.88	969.13	490.63	973.88	490.59	737.17	482.11	741.72	481.96	1130.07	744.42	1056.68	667.34	0	1	1	2	-1	-1	-90.19	5.68	646.08	-27.86	8.21	662.81	0.18	0.11	-0.98	0.16	0.13	-0.98	0		
2413072549	SMP	1	970.70	488.47	737.33	479.48	17.63	17.63	4.72	17.77	17.77	4.87	969.15	490.63	973.89	490.60	737.17	482.11	741.71	481.98	1133.85	748.53	1057.89	666.40	0	1	1	2	-1	-1	-90.21	5.68	646.14	-27.86	8.21	662.84	0.18	0.11	-0.98	0.16	0.13	-0.98	0		
2413076549	SMP	1	970.77	488.46	737.35	479.43	17.48	17.48	4.72	17.72	17.72	4.87	969.14	490.64	973.89	490.60	737.17	482.11	741.71	482.01	1131.51	750.58	1058.16	665.22	0	1	1	2	-1	-1	-90.20	5.67	646.08	-27.86	8.21	662.91	0.18	0.11	-0.98	0.16	0.14	-0.98	0		
2413080550	SMP	1	970.84	488.45	737.42	479.36	17.61	17.61	4.72	17.79	17.79	4.86	969.19	490.62	973.90	490.59	737.17	482.11	741.72	482.02	1128.16	750.35	1055.43	662.03	0	1	1	2	-1	-1	-90.24	5.68	646.33	-27.86	8.21	662.84	0.17	0.11	-0.98	0.16	0.14	-0.98	0		
2413084550	SMP	1	970.79	488.49	737.39	479.40	17.64	17.64	4.72	17.91	17.91	4.87	969.20	490.60	973.90	490.58	737.17	482.12	741.72	482.02	1128.41	754.43	1054.33	661.01	0	1	1	2	-1	-1	-90.28	5.69	646.60	-27.85	8.20	662.80	0.18	0.11	-0.98	0.16	0.14	-0.98	0		
2413088551	SMP	1	970.78	488.45	737.45	479.38	17.64	17.64	4.72	17.94	17.94	4.87	969.24	490.58	973.93	490.57	737.17	482.12	741.74	482.01	1129.78	755.87	1050.54	660.49	0	1	1	2	-1	-1	-90.34	5.69	646.95	-27.85	8.20	662.65	0.18	0.11	-0.98	0.15	0.14	-0.98	0		
2413092551	SMP	1	970.67	488.40	737.43	479.47	17.59	17.59	4.72	18.06	18.06	4.88	969.22	490.58	973.93	490.55	737.17	482.12	741.74	482.03	1133.54	755.96	1049.05	661.57	0	1	1	2	-1	-1	-90.35	5.70	647.05	-27.85	8.20	662.49	0.19	0.11	-0.98	0.16	0.14	-0.98	0		
2413096552	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2413100552	SMP	1	970.94	488.35	737.48	479.46	17.54	17.54	4.72	17.97	17.97	4.88	969.27	490.54	973.95	490.53	737.17	482.12	741.75	482.02	1126.24	754.16	1046.29	661.55	0	1	1	2	-1	-1	-90.41	5.71	647.44	-27.84	8.20	662.27	0.17	0.11	-0.98	0.15	0.14	-0.98	0		
2413104553	SMP	1	970.77	488.31	737.36	479.44	17.63	17.63	4.72	17.87	17.87	4.88	969.24	490.55	973.95	490.51	737.18	482.11	741.73	482.00	1128.66	751.49	1046.92	659.86	0	1	1	2	-1	-1	-90.42	5.71	647.53	-27.83	8.20	662.24	0.18	0.11	-0.98	0.16	0.14	-0.98	0		
2413108553	SMP	1	970.69	488.30	737.42	479.44	17.56	17.56	4.72	18.02	18.02	4.88	969.28	490.53	973.95	490.50	737.18	482.12	741.74	482.01	1134.99	750.52	1045.53	660.09	0	1	1	2	-1	-1	-90.48	5.72	647.92	-27.83	8.20	662.12	0.19	0.11	-0.98	0.16	0.14	-0.98	0		
2413112554	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2413116554	SMP	1	970.78	488.18	737.31	479.38	17.60	17.60	4.72	17.86	17.86	4.88	969.29	490.51	973.95	490.48	737.20	482.09	741.75	481.98	1133.84	745.24	1049.73	657.76	0	1	1	2	-1	-1	-90.54	5.73	648.35	-27.84	8.21	662.18	0.18	0.12	-0.98	0.16	0.14	-0.98	0		
2413120555	SMP	1	970.80	488.24	737.33	479.34	17.53	17.53	4.72	17.99	17.99	4.88	969.28	490.50	973.96	490.48	737.20	482.09	741.76	481.97	1134.85	745.00	1051.28	655.15	0	1	1	2	-1	-1	-90.57	5.73	648.58	-27.84	8.21	662.09	0.18	0.12	-0.98	0.16	0.14	-0.98	0		
2413124555	SMP	1	970.82	488.16	737.37	479.45	17.54	17.54	4.72	17.71	17.71	4.87	969.30	490.48	973.96	490.47	737.21	482.08	741.77	481.96	1134.12	738.64	1051.11	656.66	0	1	1	2	-1	-1	-90.63	5.74	648.97	-27.84	8.21	662.07	0.18	0.12	-0.98	0.16	0.13	-0.98	0		
2413128555	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2413132556	SMP	1	970.77	488.07	737.28	479.26	17.67	17.67	4.73	17.80	17.80	4.87	969.31	490.46	973.92	490.44	737.23	482.05	741.77	481.91	1136.18	730.31	1055.98	653.10	0	1	1	2	-1	-1	-90.72	5.75	649.63	-27.84	8.22	662.20	0.18	0.12	-0.98	0.17	0.14	-0.98	0		
2413136556	SMP	1	970.63	488.04	737.56	479.40	17.47	17.47	4.73	17.81	17.81	4.86	969.30	490.46	973.93	490.42	737.25	482.03	741.80	481.91	1143.80	722.28	1048.47	657.87	0	1	1	2	-1	-1	-90.79	5.76	650.16	-27.85	8.22	662.21	0.19	0.13	-0.97	0.15	0.13	-0.98	0		
2413140557	SMP	1	970.86	488.10	737.43	479.36	17.57	17.57	4.73	17.86	17.86	4.86	969.31	490.44	973.91	490.41	737.26	482.01	741.78	481.85	1137.92	722.82	1052.76	659.80	0	1	1	2	-1	-1	-90.88	5.77	650.78	-27.86	8.24	662.43	0.18	0.12	-0.98	0.16	0.13	-0.98	0		
2413144557	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2413148558	SMP	1	970.78	488.00	737.46	479.33	17.54	17.54	4.73	17.89	17.89	4.87	969.33	490.43	973.91	490.39	737.27	481.99	741.81	481.84	1140.34	713.45	1053.84	661.39	0	1	1	2	-1	-1	-90.98	5.78	651.49	-27.87	8.24	662.54	0.18	0.13	-0.98	0.16	0.13	-0.98	0		
2413152558	SMP	1	970.89	488.02	737.42	479.23	17.42	17.42	4.73	17.74	17.74	4.86	969.32	490.42	973.90	490.38	737.29	481.98	741.82	481.80	1133.99	710.95	1056.91	658.91	0	1	1	2	-1	-1	-91.07	5.79	652.14	-27.88	8.25	662.64	0.18	0.12	-0.98	0.16	0.14	-0.98	0		
2413156559	SMP	1	970.88	487.99	737.42	479.30	17.53	17.53	4.73	17.75	17.75	4.86	969.32	490.40	973.92	490.38	737.29	481.98	741.82	481.79	1135.12	706.24	1059.36	660.46	0	1	1	2	-1	-1	-91.14	5.79	652.61	-27.88	8.26	662.78	0.18	0.13	-0.98	0.16	0.13	-0.98	0		
2413160559	SMP	1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	-1	-1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0		
2413164560	SMP	1	970.88	487.95	737.53	479.28	17.46	17.46	4.73	17.82	17.82	4.86	969.35	490.39	973.91	490.37	737.30	481.98	741.86	481.77	1133.35	701.25	1056.96	661.06	0	1	1	2	-1	-1	-91.23	5.80	653.27	-27.89	8.26	662.64	0.18	0.13	-0.98	0.16	0.14	-0.98	0		
2413168560	SMP	1	970.87	487.88	737.60	479.30	17.46	17.46	4.73	17.87	17.87	4.86	969.37	490.40	973.92	490.37	737.30	481.97	741.87	481.75	1131.18	693.67	1054.26	663.53	0	1	1	2	-1	-1	-91.33	5.81	653.93	-27.88	8.26	662.43	0.18	0.13	-0.98	0.15	0.13	-0.98	0		
2413172557	SMP	1	970.88	487.93	737.49	479.28	17.51	17.51	4.74	17.80	17.80	4.86	969.38	490.39	973.92	490.35	737.31	481.96	741.90	481.74	1130.17	692.14	1056.27	665.10	0	1	1	2	-1	-1	-91.43	5.82	654.67	-27.87	8.26	662.10	0.18	0.13	-0.98	0.16	0.13	-0.98	0		
2413176553	SMP	1	970.96	487.93	737.49	479.24	17.57	17.57	4.74	17.77	17.77	4.85	969.40	490.39	973.94	490.37	737.35	481.96	741.92	481.74	1126.93	688.27	1056.94	665.75	0	1	1	2	-1	-1	-91.53	5.82	655.29	-27.87	8.25	661.96	0.18	0.13	-0.98	0.16	0.14	-0.98	0		
2413180550	SMP	1	970.99	487.99	737.49	479.18	17.60	17.60	4.75	17.67	17.67	4.84	969.43	490.41	973.96	490.37	737.38	481.97	741.95	481.72	1125.09	687.25	1058.87	663.14	0	1	1	2	-1	-1	-91.62	5.82	655.92	-27.88	8.25	661.89	0.17	0.13	-0.98	0.16	0.14	-0.98	0		
2413184546	SMP	1	970.88	487.94	737.57	479.19	17.48	17.48	4.75	17.76	17.76	4.84	969.45	490.42	973.95	490.36	737.41	481.97	741.99	481.73	1127.39	683.62	1056.57	664.15	0	1	1	2	-1	-1	-91.74	5.83	656.74	-27.88	8.25	661.72	0.18	0.13	-0.97	0.16	0.14	-0.98	0		
2413188543	SMP	1	970.89	487.97	737.59	479.11	17.58	17.58	4.76	17.69	17.69	4.84	969.47	490.43	973.98	490.37	737.45	481.96	741.99	481.73	1126.59	682.34	1059.11	659.77	0	1	1	2	-1	-1	-91.83	5.83	657.33	-27.89	8.25	661.82	0.18	0.13	-0.97	0.16	0.14	-0.98	0		
2413192539	SMP	1	970.99	487.92	737.47	479.22	17.47	17.47	4.76	17.73	17.73	4.84	969.49	490.43	973.99	490.37	737.48	481.97	742.00	481.74	1125.41	678.24	1065.09	659.58	0	1	1	2	-1	-1	-91.92	5.84	657.98	-27.91	8.26	662.14	0.18	0.13	-0.98	0.17	0.14	-0.98	0		
2413196536	SMP	1	971.00	487.92	737.62	479.15	17.47	17.47	4.76	17.75	17.75	4.84	969.49	490.43	974.01	490.36	737.51	481.96	742.02	481.74	1124.47	676.04	1063.50	656.26	0	1	1	2	-1	-1	-91.99	5.84	658.41	-27.93	8.26	662.54	0.18	0.13	-0.98	0.16	0.14	-0.98	0		
2413200533	SMP	1	971.06	487.94	737.51	479.26	17.49	17.49	4.77	17.74	17.74	4.84	969.51	490.43	974.03	490.36	737.53	481.97	742.02	481.75	1124.07	673.98	1069.53	658.63	0	1	1	2	-1	-1	-92.04	5.85	658.80	-27.95	8.26	662.96	0.18	0.13	-0.98	0.17	0.14	-0.98	0		
2413204529	SMP	1	971.09	487.96	737.64	479.11	17.57	17.57	4.77	17.59	17.59	4.83	969.52	490.43	974.08	490.33	737.55	481.96	742.05	481.76	1123.81	673.18	1067.39	653.08	0	1	1	2	-1	-1	-92.06	5.85	658.83	-27.98	8.27	663.36	0.18	0.13	-0.98	0.16	0.14	-0.98	0		
